t,o,h,l,c,v
2025-09-10T00:00:00+02:00,487.04603186427727,493.58955712228703,482.43583120173105,485.5588684082031,431683.0
2025-09-11T00:00:00+02:00,486.64946090533806,489.2272169466808,479.41191393324425,483.1794128417969,357770.0
2025-09-12T00:00:00+02:00,482.33669226767967,489.9212200208106,478.9162041356703,486.451171875,382126.0
2025-09-15T00:00:00+02:00,488.5827568815509,501.86810800305545,488.087035727955,499.8852233886719,420577.0
2025-09-16T00:00:00+02:00,499.4886363324163,511.683364951862,498.29892368412004,503.35528564453125,559413.0
2025-09-17T00:00:00+02:00,505.7347258643367,507.9158807816263,499.19120059963194,506.9244384765625,508171.0
2025-09-18T00:00:00+02:00,505.23902374369726,520.8046503656914,504.9415728871226,513.1705322265625,529829.0
2025-09-19T00:00:00+02:00,509.6013666806504,517.3346048895789,506.23046875,506.23046875,884978.0
2025-09-22T00:00:00+02:00,506.23045327645934,508.5107887601535,498.19976445485855,502.6612548828125,286999.0
2025-09-23T00:00:00+02:00,505.63560496022626,525.5635722446993,503.2561493411091,518.72265625,502090.0
2025-09-24T00:00:00+02:00,516.838864162412,517.1362847528804,503.35527294992966,504.7432861328125,530170.0
2025-09-25T00:00:00+02:00,504.7432871317938,509.7996489746913,500.2817967274287,502.46295166015625,394947.0
2025-09-26T00:00:00+02:00,505.63557100890506,515.9465950934365,504.4458281510229,511.28680419921875,395227.0
2025-09-29T00:00:00+02:00,514.6577046825448,521.3003805946821,509.9979740025214,518.6234741210938,398489.0
2025-09-30T00:00:00+02:00,517.5328787767921,519.9123644935438,512.2782467078707,516.0457153320312,461947.0
2025-10-01T00:00:00+02:00,518.8217253819648,525.2661001070736,517.2354419624561,519.5157470703125,381637.0
2025-10-02T00:00:00+02:00,529.2319274392399,539.9394929819539,528.7362062519584,538.2540893554688,561065.0
2025-10-03T00:00:00+02:00,538.2540364033374,548.36669921875,534.9822284788794,548.36669921875,586960.0
2025-10-06T00:00:00+02:00,546.2847160024369,546.6813171338891,533.0985453049453,535.7754516601562,600595.0
2025-10-07T00:00:00+02:00,541.3275100708008,558.3803301829246,540.3360677446638,555.2077026367188,689135.0
2025-10-08T00:00:00+02:00,550.94452678664,571.963116739311,550.0522044652266,570.5750732421875,651388.0
2025-10-09T00:00:00+02:00,579.9937502271628,580.2911708170196,554.0179496528832,554.41455078125,535910.0
2025-10-10T00:00:00+02:00,557.1905920007727,562.8418254101095,539.1463294099239,541.3275146484375,582762.0
2025-10-13T00:00:00+02:00,543.5086896207813,552.332489923645,531.3139612390837,535.7754516601562,518104.0
2025-10-14T00:00:00+02:00,529.4302214529185,531.4131061774613,522.8867260670633,528.240478515625,448092.0
2025-10-15T00:00:00+02:00,596.8482755297726,606.5643981451318,580.4894772802024,592.7833862304688,1376612.0
2025-10-16T00:00:00+02:00,593.5765217471251,602.6978030809099,588.222709080189,597.0465698242188,553170.0
2025-10-17T00:00:00+02:00,591.8910416172694,602.7969067056947,589.0158347979143,600.5166015625,429369.0
2025-10-20T00:00:00+02:00,602.003785373655,608.8447010349427,600.1200207712624,606.86181640625,360732.0
2025-10-21T00:00:00+02:00,603.9866690730089,614.2976328186435,603.4909479165984,611.5216064453125,381067.0
2025-10-22T00:00:00+02:00,605.6721535671486,617.8668823242188,601.5080836100705,617.8668823242188,709684.0
2025-10-23T00:00:00+02:00,616.9745291677881,626.294110962415,615.2890651607382,615.4873657226562,370311.0
2025-10-24T00:00:00+02:00,616.6771249202807,618.8583101334985,603.7883747209821,607.2584228515625,276678.0
2025-10-27T00:00:00+01:00,607.7541312266839,609.1421746548482,598.0380087680414,606.2669677734375,291320.0
2025-10-28T00:00:00+01:00,601.4089151714395,611.7199399857353,601.2106751084583,609.3404541015625,253829.0
2025-10-29T00:00:00+01:00,606.0686989459695,614.8925601024088,604.7798359882345,613.5045166015625,367283.0
2025-10-30T00:00:00+01:00,609.637939083649,613.306227451797,600.0209359673851,604.8789672851562,286364.0
2025-10-31T00:00:00+01:00,602.102905399955,608.448160416906,600.5166219021355,606.86181640625,367194.0
2025-11-03T00:00:00+01:00,607.4567171678817,616.379697983269,603.7883685078774,611.5216064453125,310321.0
2025-11-04T00:00:00+01:00,604.6806805747148,607.2584063393476,596.8482622306731,605.9695434570312,291674.0
2025-11-05T00:00:00+01:00,591.1970487378711,612.3147582450661,586.3390176329991,607.5558471679688,286517.0
2025-11-06T00:00:00+01:00,605.5729828925492,611.8190576735262,593.3782539367676,594.8654174804688,403702.0
2025-11-07T00:00:00+01:00,597.0465825734317,601.21065245743,595.4602385394699,598.0380249023438,291704.0
2025-11-10T00:00:00+01:00,610.9267795784859,615.2890895494168,605.9695678982205,612.6122436523438,323780.0
2025-11-11T00:00:00+01:00,616.7762609421541,633.6307808706285,615.9831191657348,627.48388671875,405420.0
2025-11-12T00:00:00+01:00,631.5487749823765,644.8341266361208,629.5658902885543,641.6614990234375,487410.0
2025-11-13T00:00:00+01:00,644.4375147304346,649.0973057856684,630.5573221054714,631.3504638671875,450276.0
2025-11-14T00:00:00+01:00,630.359024185851,638.3897434031734,622.9232066769439,631.5487670898438,357865.0
2025-11-17T00:00:00+01:00,626.591573079427,629.0701789855957,614.7933847609286,618.6600341796875,321628.0
2025-11-18T00:00:00+01:00,609.7370131552581,612.4139194619214,600.9131524995844,606.0686645507812,499293.0
2025-11-19T00:00:00+01:00,603.4909779278852,609.4396321006335,598.5337661172616,604.3832397460938,329533.0
2025-11-20T00:00:00+01:00,608.8447354201656,621.4360656260415,606.6636106156914,614.2976684570312,406558.0
2025-11-21T00:00:00+01:00,605.5729704258985,617.6685791015625,603.8875063418337,617.6685791015625,451386.0
2025-11-24T00:00:00+01:00,624.6086588238898,625.3026805473726,615.4873774178625,616.3796997070312,654594.0
2025-11-25T00:00:00+01:00,616.3797300202057,618.1643141734713,608.3490105612507,614.000244140625,381010.0
2025-11-26T00:00:00+01:00,618.3625706661583,622.7248804506165,612.6122174654244,620.0480346679688,287616.0
2025-11-27T00:00:00+01:00,620.0480601553661,623.3198077564055,616.2805308742758,622.0309448242188,157842.0
2025-11-28T00:00:00+01:00,623.7163295190954,631.9453490562297,622.3283466005787,630.0615844726562,380928.0
2025-12-01T00:00:00+01:00,630.3590357680062,640.9674810448664,627.2855886796551,637.2000122070312,368728.0
2025-12-02T00:00:00+01:00,639.2000122070312,646.7000122070312,632.0,636.2000122070312,370567.0
2025-12-03T00:00:00+01:00,630.5,633.9000244140625,624.7000122070312,630.2999877929688,325251.0
2025-12-04T00:00:00+01:00,632.9000244140625,634.7999877929688,630.9000244140625,633.0999755859375,383235.0
2025-12-05T00:00:00+01:00,630.0999755859375,631.0,621.5999755859375,628.0999755859375,405642.0
2025-12-08T00:00:00+01:00,625.9000244140625,627.4000244140625,619.0,625.2000122070312,272851.0
